brand,category,condition,original_price,resale_price
Chemistry,Women's Sets,Well Loved,4400,500
New Balance,Men's Outerwear,Like New,7800,5750
Tribe Amrapali,Women's Dresses,Well Loved,2600,350
Nine West,Men's Tops,Fair,4000,900
Tarun Tahiliani,Accessories,Good,58500,21450
& Other Stories,Women's Tops,Good,8700,3250
Louis Philippe,Women's Tops,Like New,7100,4000
AND,Men's Tops,Fair,5100,1400
Payal Singhal,Women's Dresses,Like New,23600,16750
Rangmanch,Women's Bottoms,Fair,2300,450
Ritu Kumar,Women's Bottoms,Like New,27100,16650
Nike,Women's Tops,Fair,4000,850
Anita Dongre,Women's Outerwear,Fair,24900,6650
Anatomy,Women's Tops,Good,3500,1250
Masaba Gupta,Women's Bottoms,New with tags,19000,14450
No Brand,Men's Tops,Well Loved,200,100
Manish Malhotra,Women's Bottoms,Well Loved,92200,9100
Anatomy,Men's Bottoms,Good,2800,1100
COS,Footwear,Fair,13700,3600
FabIndia,Men's Tops,Good,5500,1850
Acne Studios,Women's Sets,Like New,49200,31900
Jaypore,Bags,Good,1700,850
AND,Women's Dresses,Good,1400,650
ASOS,Women's Dresses,New with tags,1300,1100
Charles & Keith,Women's Traditional,Well Loved,3200,400
ARKET,Men's Bottoms,Good,15900,5200
Local Brand,Footwear,Good,1800,750
& Other Stories,Women's Dresses,Good,12300,5000
Monte Carlo,Men's Formal,Fair,900,250
Peter England,Women's Traditional,Like New,3600,2200
Nine West,Men's Tops,Like New,7800,4550
Zara,Women's Bottoms,Fair,4000,950
Reliance Trends,Men's Tops,Like New,950,500
Westside,Women's Tops,Fair,2900,650
& Other Stories,Women's Bottoms,Fair,13100,3250
Reformation,Women's Tops,New with tags,10000,7350
Reformation,Women's Traditional,New with tags,23800,20150
Allen Solly,Men's Bottoms,Fair,2000,550
ARKET,Men's Tops,Fair,12500,2900
Chemistry,Women's Tops,New with tags,1800,1350
Anamika Khanna,Men's Outerwear,Like New,16100,10400
Anamika Khanna,Women's Traditional,Good,32700,17700
Converse,Women's Traditional,Fair,4500,1450
Under Armour,Women's Bottoms,Good,2600,1100
Nike,Footwear,Good,8100,3250
Thrift,Men's Outerwear,Fair,350,100
Skechers,Men's Bottoms,Well Loved,3100,350
Biba,Footwear,Like New,1600,1000
Sangria,Women's Dresses,New with tags,1900,1650
Ritu Kumar,Men's Bottoms,Fair,17100,3500
Ralph Lauren,Women's Outerwear,Like New,16400,12100
Nike,Women's Traditional,Good,3100,1350
Abu Jani Sandeep Khosla,Women's Traditional,New with tags,65000,54950
Aldo,Men's Bottoms,Good,8000,3300
Masaba Gupta,Women's Bottoms,Good,11100,3750
Zara,Footwear,Like New,1400,950
W,Men's Tops,Like New,1600,800
Aurelia,Men's Tops,Like New,1400,800
Vans,Jewelry,Good,5400,2150
Tribe Amrapali,Men's Tops,Like New,8600,5450
AND,Women's Bottoms,Good,8400,3550
FabIndia,Men's Tops,Like New,4100,2600
Reliance Trends,Women's Tops,Fair,1500,400
Allen Solly,Jewelry,Good,2300,900
Amrapali,Men's Bottoms,Like New,8900,4800
Reliance Trends,Men's Bottoms,Good,1300,600
Skechers,Women's Sets,Good,7700,3400
Skechers,Women's Traditional,New with tags,5100,4550
AND,Women's Outerwear,Like New,7800,6200
Steve Madden,Men's Formal,Good,4000,1500
Rangmanch,Men's Bottoms,Like New,3900,2250
Lacoste,Bags,Like New,5000,3900
Amrapali,Men's Tops,Good,13300,5100
Calvin Klein,Women's Tops,Like New,10000,5500
New Balance,Men's Formal,Like New,10000,5600
COS,Men's Formal,Well Loved,4100,650
Zara,Women's Tops,Like New,4200,2750
Peter England,Women's Tops,Well Loved,3600,400
Anatomy,Men's Outerwear,New with tags,3100,2790
Tarun Tahiliani,Bags,Fair,41800,13000
Ritu Kumar,Footwear,Good,28600,11050
Zara,Women's Traditional,Good,2900,1300
ARKET,Men's Formal,Good,12300,5700
Steve Madden,Footwear,New with tags,4600,4140
Skechers,Women's Bottoms,Like New,4400,3000
Peter England,Women's Outerwear,Good,1500,650
Tommy Hilfiger,Jewelry,Good,7900,3450
& Other Stories,Men's Outerwear,Like New,10300,7500
Vero Moda,Women's Tops,Fair,4600,1100
Calvin Klein,Women's Traditional,Like New,10300,6450
Baggit,Women's Bottoms,Fair,3900,850
Chemistry,Men's Formal,Good,3800,1650
Jaypore,Men's Bottoms,Fair,1300,250
COS,Women's Sets,Fair,5900,1200
Anamika Khanna,Footwear,Fair,38300,10700
Rohit Bal,Women's Bottoms,Good,75300,28900
Tommy Hilfiger,Women's Outerwear,Like New,4900,3000
FabIndia,Women's Tops,Like New,3100,1850
Masaba Gupta,Women's Tops,Fair,9500,2050
Rohit Bal,Women's Bottoms,Like New,52700,33000
Levi's,Men's Tops,Fair,4100,1000
Clarks,Women's Traditional,Like New,7100,4550
Global Desi,Women's Sets,Fair,10000,2150
New Balance,Men's Bottoms,New with tags,12900,10050
Local Brand,Women's Traditional,Well Loved,1200,200
& Other Stories,Women's Tops,Well Loved,7700,800
No Brand,Women's Traditional,Like New,1100,750
New Balance,Men's Tops,Good,13100,5350
Acne Studios,Women's Sets,Like New,29000,17550
Amrapali,Women's Bottoms,Like New,19100,11700
Reebok,Women's Bottoms,Fair,5000,1150
Reformation,Men's Bottoms,Fair,15200,3700
Abu Jani Sandeep Khosla,Women's Tops,Good,76200,36600
Reebok,Footwear,Like New,2600,1600
Charles & Keith,Men's Formal,Like New,4600,3050
Nanushka,Women's Tops,Good,15300,5700
ASOS,Women's Dresses,Good,3400,1400
Toteme,Women's Traditional,Fair,31500,6950
Arrow,Women's Bottoms,Fair,4200,1150
Arrow,Men's Outerwear,Good,4700,2350
Arrow,Women's Dresses,New with tags,3600,2950
Levi's,Footwear,Fair,6300,1900
Acne Studios,Women's Outerwear,Good,14200,6900
Converse,Accessories,Like New,7500,3950
FabIndia,Men's Bottoms,Good,5900,2600
Skechers,Men's Tops,Good,5100,1750
Van Heusen,Women's Bottoms,Good,4400,1850
Marks & Spencer,Men's Formal,Good,3600,1650
Aurelia,Women's Bottoms,Like New,1600,1000
Park Avenue,Women's Bottoms,Fair,4400,1050
Vans,Women's Traditional,Good,4300,2300
Manish Malhotra,Women's Tops,Well Loved,127200,13800
Adidas,Women's Sets,Like New,1900,1200
Only,Women's Traditional,Fair,2700,650
Aldo,Footwear,Fair,7100,1650
Forever 21,Women's Bottoms,New with tags,3400,2400
Charles & Keith,Men's Tops,New with tags,7400,5150
Uniqlo,Women's Dresses,Like New,1800,1100
No Brand,Women's Bottoms,Fair,900,200
Louis Philippe,Women's Tops,Good,1700,650
Only,Men's Formal,New with tags,4900,4150
Marks & Spencer,Men's Bottoms,Good,3800,1250
Pantaloons,Women's Bottoms,Like New,800,550
Hidesign,Men's Tops,Like New,17900,9500
Manish Malhotra,Men's Tops,Fair,68500,18600
Vans,Women's Tops,Like New,3900,2500
Adidas,Women's Tops,Fair,5100,1250
Ritu Wear,Women's Dresses,Good,4700,1950
Levi's,Men's Outerwear,Good,3700,2100
Vero Moda,Men's Outerwear,Good,5300,2300
Tarun Tahiliani,Jewelry,Fair,77000,19900
Vans,Men's Tops,New with tags,4300,3150
New Balance,Men's Bottoms,New with tags,9500,6750
Under Armour,Men's Outerwear,Good,4300,1950
Manish Malhotra,Women's Bottoms,Fair,125000,27350
Nanushka,Women's Traditional,Good,14900,6300
Forever 21,Men's Bottoms,Like New,2800,1550
AND,Women's Bottoms,Fair,6100,1500
New Balance,Women's Bottoms,Like New,7500,4550
Tarun Tahiliani,Men's Formal,New with tags,101400,77550
Vero Moda,Women's Tops,Good,4200,1500
Hidesign,Women's Traditional,Well Loved,12400,1650
Aurelia,Men's Bottoms,New with tags,4000,3400
Global Desi,Footwear,Like New,5000,3400
Ritu Wear,Men's Bottoms,Like New,8400,5550
Amrapali,Men's Tops,Fair,4500,1000
Reliance Trends,Women's Sets,Well Loved,650,100
Max,Men's Formal,New with tags,1500,1350
Monte Carlo,Women's Traditional,Like New,1900,1400
Rohit Bal,Women's Outerwear,New with tags,63800,57420
No Brand,Women's Dresses,Like New,550,350
Tarun Tahiliani,Men's Outerwear,Good,102300,53800
Nanushka,Women's Bottoms,Like New,17600,12550
Nike,Men's Bottoms,Good,8200,3250
Forever 21,Women's Outerwear,Good,1700,900
Ritu Wear,Women's Traditional,Like New,4600,3300
Van Heusen,Men's Tops,Fair,3600,800
Reebok,Men's Outerwear,Good,6200,3300
Max,Women's Tops,Fair,1900,400
Monte Carlo,Women's Traditional,Good,1200,650
ASOS,Women's Tops,Like New,1500,750
Tommy Hilfiger,Women's Sets,Well Loved,11100,1100
Thrift,Women's Sets,Fair,850,250
Sangria,Men's Outerwear,Well Loved,2300,350
Skechers,Accessories,Fair,6700,1200
Sabyasachi,Women's Dresses,Fair,92700,21000
Converse,Women's Bottoms,Like New,6600,4500
Steve Madden,Accessories,New with tags,8400,5750
Local Brand,Men's Tops,Like New,850,550
Biba,Women's Tops,Like New,2100,1400
ASOS,Women's Bottoms,Like New,5000,3400
New Balance,Women's Bottoms,Well Loved,11700,1500
Anita Dongre,Men's Tops,Fair,30200,6850
Park Avenue,Women's Tops,Good,5300,1900
New Balance,Men's Tops,Good,8100,3250
Anita Dongre,Women's Tops,Good,16100,7550
Reformation,Footwear,Good,9600,4100
Ritu Kumar,Women's Tops,New with tags,20400,15950
Ritu Kumar,Women's Traditional,New with tags,6700,5350
Payal Singhal,Women's Traditional,Like New,17600,12100
Lacoste,Men's Tops,Fair,12300,3000
Abu Jani Sandeep Khosla,Men's Tops,New with tags,40300,30250
AND,Bags,Like New,6200,3950
Only,Women's Dresses,Good,3300,1300
Ritu Wear,Men's Formal,Like New,5000,2850
Rohit Bal,Women's Dresses,Fair,38200,7500
Lacoste,Jewelry,Good,10700,5000
Marks & Spencer,Women's Outerwear,Good,5600,2350
Allen Solly,Men's Tops,Fair,5500,950
Converse,Men's Outerwear,Well Loved,4100,600
Marks & Spencer,Women's Traditional,New with tags,2100,1890
W,Women's Traditional,New with tags,3700,3200
Masaba Gupta,Women's Bottoms,Like New,20200,12450
Converse,Women's Bottoms,Like New,7300,4550
FabIndia,Women's Outerwear,Good,3400,1450
Park Avenue,Men's Outerwear,Fair,4900,1150
Clarks,Footwear,Fair,5800,1750
Reformation,Women's Tops,Fair,17700,4650
Amrapali,Women's Bottoms,Good,10000,5100
Charles & Keith,Women's Traditional,Like New,7700,5550
Louis Philippe,Women's Traditional,Good,2300,1100
Baggit,Accessories,Fair,4300,900
Nine West,Women's Bottoms,Good,4100,1900
Toteme,Women's Tops,Like New,11800,7750
Thrift,Women's Traditional,Like New,650,450
Local Brand,Men's Tops,Like New,1650,1100
Peter England,Women's Bottoms,Like New,2600,1750
Monte Carlo,Women's Dresses,Good,2700,1150
Forever 21,Women's Tops,Like New,1500,850
Nine West,Footwear,Fair,3600,850
Mango,Accessories,Good,2600,750
Sabyasachi,Footwear,Like New,52700,39350
Rangmanch,Women's Tops,Good,4000,1550
Charles & Keith,Men's Formal,Fair,7300,1850
& Other Stories,Women's Tops,Good,9500,4000
Arrow,Women's Traditional,New with tags,4100,3500
Ritu Wear,Women's Outerwear,Fair,6500,1900
Manish Malhotra,Women's Outerwear,Well Loved,111400,12750
AND,Men's Formal,New with tags,8500,7350
COS,Men's Tops,Like New,14000,8650
Sangria,Bags,Fair,2500,850
Amrapali,Women's Traditional,Like New,3100,2050
Sabyasachi,Women's Traditional,Like New,60600,42700
Accessorize,Women's Bottoms,Fair,3700,1000
Sabyasachi,Women's Outerwear,Fair,92600,25750
Reebok,Women's Bottoms,New with tags,2600,2000
Rangmanch,Women's Tops,New with tags,2900,2050
Anatomy,Jewelry,Like New,1700,1100
Lacoste,Accessories,Like New,7300,4350
Local Brand,Men's Bottoms,Good,1050,350
Mango,Women's Outerwear,Like New,3800,2800
Biba,Women's Outerwear,Good,5700,2400
Park Avenue,Women's Traditional,Like New,2300,1900
Sabyasachi,Men's Tops,Good,94800,39500
Westside,Men's Tops,Well Loved,2900,450
Anju Modi,Women's Dresses,Like New,22100,15100
Shantanu & Nikhil,Women's Bottoms,Like New,34200,20750
Monte Carlo,Men's Outerwear,Good,2300,1000
Acne Studios,Women's Outerwear,Fair,21900,6950
Jaypore,Women's Bottoms,Good,7500,2700
Westside,Women's Tops,Like New,2600,1800
Puma,Women's Outerwear,Like New,4300,3750
Clarks,Men's Tops,Fair,8100,1750
Abu Jani Sandeep Khosla,Men's Tops,Good,57600,22150
Ritu Kumar,Women's Bottoms,Like New,25700,16550
Nike,Men's Tops,Good,2200,850
Ralph Lauren,Women's Traditional,Like New,15500,10900
Adidas,Men's Tops,Good,3300,1100
Only,Women's Tops,New with tags,1600,1200
Tarun Tahiliani,Women's Dresses,Good,39500,17400
Ritu Kumar,Women's Dresses,Well Loved,19400,2900
Calvin Klein,Women's Tops,Good,4700,1800
Adidas,Men's Formal,New with tags,3200,2550
Ritu Wear,Women's Traditional,New with tags,5500,4950
AND,Women's Bottoms,Like New,2700,1600
Rangmanch,Women's Tops,Well Loved,4200,550
Tarun Tahiliani,Women's Outerwear,Good,75000,31400
New Balance,Women's Traditional,Like New,9300,7100
Park Avenue,Men's Tops,Good,1900,700
ASOS,Men's Bottoms,Like New,3900,2450
Clarks,Women's Sets,Good,10200,5300
Toteme,Footwear,Like New,18200,12150
Sabyasachi,Women's Traditional,Well Loved,66400,9950
Vans,Women's Tops,Like New,7200,4050
Ritu Wear,Women's Dresses,New with tags,8500,6300
Aurelia,Women's Traditional,Good,800,350
Anju Modi,Men's Tops,Good,26300,10500
Manish Malhotra,Men's Formal,Good,105200,46450
Steve Madden,Men's Tops,Like New,3900,2200
Uniqlo,Men's Bottoms,Good,3100,1200
Charles & Keith,Men's Formal,Good,7900,3450
Vintage,Men's Bottoms,Good,0,400
Anatomy,Bags,Good,1900,850
Nanushka,Women's Tops,Like New,20700,13200
Under Armour,Women's Bottoms,New with tags,5300,3850
Peter England,Women's Sets,Like New,1900,1300
Adidas,Men's Bottoms,Like New,4700,2950
Amrapali,Women's Tops,Good,11400,4250
Manish Malhotra,Women's Bottoms,Fair,51300,11150
Arrow,Women's Traditional,Good,2600,1200
Only,Footwear,Like New,1400,1000
Jaypore,Women's Dresses,New with tags,3700,2600
ASOS,Women's Bottoms,Fair,4800,1250
Reebok,Women's Traditional,Like New,3900,2250
Nine West,Women's Outerwear,Like New,6500,4600
Masaba Gupta,Men's Bottoms,Well Loved,19600,2100
Reebok,Men's Tops,Well Loved,4100,400
& Other Stories,Women's Sets,Fair,11500,3500
Park Avenue,Women's Traditional,Well Loved,5700,950
Marks & Spencer,Women's Traditional,Like New,2300,1650
Reliance Trends,Women's Dresses,Good,1300,600
Amrapali,Men's Tops,New with tags,6200,4750
Accessorize,Men's Formal,Fair,900,250
Acne Studios,Women's Sets,Like New,34900,21000
Mango,Men's Formal,Like New,7400,4700
Nanushka,Women's Bottoms,Well Loved,17500,1900
Monte Carlo,Bags,Like New,4000,3200
W,Women's Traditional,Fair,4200,1050
Steve Madden,Men's Tops,Good,4600,1700
Reformation,Women's Tops,Like New,11100,6350
Sabyasachi,Women's Tops,Good,80300,34650
Converse,Women's Tops,Well Loved,5700,600
Ralph Lauren,Footwear,New with tags,15100,12200
Shantanu & Nikhil,Women's Outerwear,Like New,17200,11800
ASOS,Women's Outerwear,Good,3300,1450
Hidesign,Women's Tops,New with tags,17300,15250
Marks & Spencer,Men's Tops,Like New,6400,4150
Ralph Lauren,Footwear,Good,12000,5450
Only,Footwear,Good,4800,2300
Vans,Men's Bottoms,New with tags,7100,5250
Anita Dongre,Women's Bottoms,Fair,18700,4400
Vans,Women's Tops,Like New,6800,3750
Vans,Men's Bottoms,Like New,5700,3150
Forever 21,Women's Traditional,Fair,2300,600
Amrapali,Women's Sets,New with tags,18700,14100
Ritu Kumar,Women's Bottoms,Like New,25300,15350
Rangmanch,Footwear,Fair,4800,1300
Biba,Women's Bottoms,Good,4900,1850
Marks & Spencer,Jewelry,Good,5200,2350
Arrow,Men's Bottoms,Fair,4100,850
Chemistry,Women's Traditional,Good,3100,1300
Adidas,Women's Sets,Fair,3300,1000
Forever 21,Women's Outerwear,Like New,3100,2250
Tribe Amrapali,Women's Tops,Like New,6900,4650
Park Avenue,Men's Outerwear,New with tags,5400,4860
Monte Carlo,Bags,Like New,1000,650
Biba,Women's Traditional,Good,6500,3000
No Brand,Accessories,Good,450,150
Tommy Hilfiger,Women's Outerwear,Good,9700,4350
Van Heusen,Men's Bottoms,Good,5600,1950
Arrow,Men's Tops,New with tags,4400,3150
Ritu Wear,Women's Dresses,Like New,2100,1450
Nine West,Women's Sets,Like New,4800,3300
Park Avenue,Accessories,Well Loved,3100,400
Vero Moda,Men's Tops,Good,3800,1450
Arrow,Women's Bottoms,New with tags,4200,3150
Aurelia,Men's Outerwear,New with tags,3100,2600
Shantanu & Nikhil,Women's Traditional,Like New,10700,7850
Biba,Men's Tops,Like New,2700,1700
Rangmanch,Women's Outerwear,Fair,2400,600
Lacoste,Women's Bottoms,Good,4100,1500
AND,Women's Dresses,Fair,7500,2000
Masaba Gupta,Women's Outerwear,Like New,12100,7750
Nine West,Men's Formal,Like New,7600,5050
Converse,Women's Tops,Fair,7200,1500
Park Avenue,Jewelry,New with tags,4900,4410
Ritu Kumar,Men's Bottoms,Good,29000,9800
Vintage,Women's Outerwear,Well Loved,0,150
Masaba Gupta,Women's Bottoms,Fair,11700,2500
Park Avenue,Women's Bottoms,Well Loved,4900,500
New Balance,Men's Tops,New with tags,11900,9550
Westside,Women's Sets,Fair,3700,1200
Nanushka,Men's Formal,Like New,12200,7200
Ritu Wear,Men's Tops,Good,3700,1550
FabIndia,Men's Bottoms,Like New,5100,2900
Manish Malhotra,Women's Sets,Good,110300,41700
Tarun Tahiliani,Footwear,Good,88400,35950
Forever 21,Women's Tops,Good,1500,600
Ritu Kumar,Men's Outerwear,Well Loved,14500,2500
Nanushka,Women's Outerwear,Like New,26700,16350
Puma,Women's Bottoms,Like New,4500,2700
Adidas,Women's Dresses,Good,6200,2650
Puma,Women's Tops,Fair,5500,1600
Tommy Hilfiger,Women's Bottoms,Good,9800,3700
Allen Solly,Footwear,Good,5100,2150
Tommy Hilfiger,Women's Bottoms,Fair,4500,1100
Jaypore,Men's Bottoms,Like New,5400,3000
Accessorize,Women's Outerwear,Good,900,450
Sabyasachi,Women's Traditional,Like New,136500,99950
Anju Modi,Women's Traditional,Well Loved,19200,3600
Pantaloons,Women's Dresses,Like New,3200,2300
AND,Women's Sets,Like New,5500,4150
Ralph Lauren,Women's Bottoms,Good,7200,2750
Vintage,Women's Dresses,Good,0,2100
Max,Women's Tops,Good,2100,900
New Balance,Footwear,Good,10600,4800
Peter England,Women's Outerwear,Good,2200,950
ASOS,Women's Traditional,Like New,1600,1250
Arrow,Women's Dresses,Good,5200,2300
Payal Singhal,Women's Outerwear,New with tags,16900,15210
Amrapali,Women's Dresses,Good,15100,6050
Peter England,Women's Bottoms,Like New,2400,1450
Ralph Lauren,Bags,Good,11000,4700
COS,Women's Bottoms,Well Loved,12600,1800
Under Armour,Men's Bottoms,Good,6800,2600
Arrow,Women's Dresses,Like New,4300,2850
Nanushka,Men's Outerwear,New with tags,26400,22800
Local Brand,Women's Tops,Like New,1000,550
Reformation,Women's Sets,Like New,17400,11200
Van Heusen,Men's Tops,Fair,4400,1050
Ritu Kumar,Women's Bottoms,Like New,16100,9600
H&M,Men's Formal,Fair,4000,1150
FabIndia,Men's Tops,New with tags,3800,2500
Calvin Klein,Men's Formal,Good,12700,4800
Ritu Kumar,Men's Tops,Fair,16600,4150
Anju Modi,Women's Dresses,Good,22500,10050
Nike,Women's Bottoms,Like New,9900,5500
Anamika Khanna,Women's Outerwear,Like New,24000,17600
COS,Men's Bottoms,Well Loved,14800,2300
Uniqlo,Women's Traditional,Well Loved,1500,250
Park Avenue,Men's Tops,Fair,4000,950
Vintage,Women's Traditional,New with tags,0,4450
New Balance,Women's Outerwear,Good,7400,4050
Converse,Women's Tops,Fair,4500,1250
Vero Moda,Bags,Fair,1200,250
Reebok,Women's Traditional,Fair,4300,950
Thrift,Bags,Like New,1100,800
Reformation,Men's Tops,Like New,16700,10950
Levi's,Men's Bottoms,Like New,7900,4350
Vans,Men's Tops,Well Loved,4500,450
Amrapali,Women's Tops,Like New,15600,9600
Ritu Wear,Women's Tops,Good,3100,1150
Westside,Men's Bottoms,Like New,3000,1750
FabIndia,Women's Dresses,Good,6500,2900
V-Mart,Women's Tops,New with tags,250,150
Calvin Klein,Women's Tops,Good,7700,3250
Adidas,Footwear,New with tags,7500,5950
Accessorize,Women's Traditional,Fair,3000,750
Baggit,Men's Outerwear,Like New,4700,3350
Toteme,Women's Dresses,Like New,25900,14500
Abu Jani Sandeep Khosla,Men's Outerwear,Good,89700,44950
Abu Jani Sandeep Khosla,Women's Sets,Good,56900,24100
Mango,Women's Traditional,Good,2300,1250
H&M,Women's Traditional,New with tags,1100,950
Steve Madden,Women's Bottoms,Fair,9500,2200
Toteme,Women's Tops,Good,15500,6450
Anamika Khanna,Footwear,Like New,22600,13750
Only,Women's Dresses,Good,900,350
Anamika Khanna,Women's Outerwear,Good,17600,7800
Abu Jani Sandeep Khosla,Men's Tops,Like New,84400,46450
Aurelia,Footwear,Good,2100,1000
Anita Dongre,Women's Tops,Like New,23700,12450
Sangria,Women's Sets,Fair,3100,900
Under Armour,Women's Outerwear,Fair,5800,1650
Aldo,Men's Outerwear,Like New,2700,2000
Peter England,Women's Outerwear,Well Loved,3200,400
Levi's,Men's Formal,Fair,4300,1100
Peter England,Women's Traditional,Like New,2500,1750
Vans,Women's Traditional,Like New,4600,2950
Tribe Amrapali,Men's Bottoms,Good,4300,1700
Uniqlo,Women's Tops,New with tags,2400,1850
Allen Solly,Women's Traditional,Fair,2200,550
Converse,Women's Tops,Like New,4600,2700
Acne Studios,Women's Dresses,New with tags,32100,23100
Acne Studios,Men's Bottoms,Good,48700,15750
Shantanu & Nikhil,Women's Outerwear,Well Loved,14800,2250
Calvin Klein,Men's Tops,Well Loved,3700,450
W,Women's Tops,Good,2900,1150
Toteme,Women's Outerwear,Good,11300,5800
Sabyasachi,Women's Tops,Good,134600,54850
Anamika Khanna,Women's Traditional,Like New,30900,19800
Anita Dongre,Women's Bottoms,New with tags,38700,29250
Under Armour,Footwear,New with tags,4000,3200
